Tanggal,Provinsi,Komoditas (Rp),Harga
19/06/2023,Nusa Tenggara Barat,Beras Premium,12270.0
19/06/2023,Nusa Tenggara Barat,Beras Medium,10530.0
19/06/2023,Nusa Tenggara Barat,Bawang Merah,33280.0
19/06/2023,Nusa Tenggara Barat,Bawang Putih Bonggol,38020.0
19/06/2023,Nusa Tenggara Barat,Cabai Rawit Merah,38890.0
19/06/2023,Nusa Tenggara Timur,Beras Premium,13680.0
19/06/2023,Nusa Tenggara Timur,Beras Medium,11740.0
19/06/2023,Nusa Tenggara Timur,Bawang Merah,34950.0
19/06/2023,Nusa Tenggara Timur,Bawang Putih Bonggol,40550.0
19/06/2023,Nusa Tenggara Timur,Cabai Rawit Merah,50780.0
19/06/2023,Kalimantan Barat,Beras Premium,15160.0
19/06/2023,Kalimantan Barat,Beras Medium,13000.0
19/06/2023,Kalimantan Barat,Bawang Merah,39480.0
19/06/2023,Kalimantan Barat,Bawang Putih Bonggol,38810.0
19/06/2023,Kalimantan Barat,Cabai Rawit Merah,81480.0
19/06/2023,Kalimantan Tengah,Beras Premium,15680.0
19/06/2023,Kalimantan Tengah,Beras Medium,13020.0
19/06/2023,Kalimantan Tengah,Bawang Merah,40560.0
19/06/2023,Kalimantan Tengah,Bawang Putih Bonggol,37860.0
19/06/2023,Kalimantan Tengah,Cabai Rawit Merah,63050.0
19/06/2023,Kalimantan Selatan,Beras Premium,17700.0
19/06/2023,Kalimantan Selatan,Beras Medium,12640.0
19/06/2023,Kalimantan Selatan,Bawang Merah,37180.0
19/06/2023,Kalimantan Selatan,Bawang Putih Bonggol,36470.0
19/06/2023,Kalimantan Selatan,Cabai Rawit Merah,50290.0
19/06/2023,Kalimantan Timur,Beras Premium,14970.0
19/06/2023,Kalimantan Timur,Beras Medium,13360.0
19/06/2023,Kalimantan Timur,Bawang Merah,39620.0
19/06/2023,Kalimantan Timur,Bawang Putih Bonggol,38800.0
19/06/2023,Kalimantan Timur,Cabai Rawit Merah,48180.0
19/06/2023,Kalimantan Utara,Beras Premium,15440.0
19/06/2023,Kalimantan Utara,Beras Medium,13660.0
19/06/2023,Kalimantan Utara,Bawang Merah,43420.0
19/06/2023,Kalimantan Utara,Bawang Putih Bonggol,37510.0
19/06/2023,Kalimantan Utara,Cabai Rawit Merah,69430.0
19/06/2023,Sulawesi Utara,Beras Premium,13290.0
19/06/2023,Sulawesi Utara,Beras Medium,12410.0
19/06/2023,Sulawesi Utara,Bawang Merah,42560.0
19/06/2023,Sulawesi Utara,Bawang Putih Bonggol,43790.0
19/06/2023,Sulawesi Utara,Cabai Rawit Merah,36000.0
19/06/2023,Sulawesi Tengah,Beras Premium,13330.0
19/06/2023,Sulawesi Tengah,Beras Medium,12200.0
19/06/2023,Sulawesi Tengah,Bawang Merah,40440.0
19/06/2023,Sulawesi Tengah,Bawang Putih Bonggol,41750.0
19/06/2023,Sulawesi Tengah,Cabai Rawit Merah,32660.0
19/06/2023,Sulawesi Selatan,Beras Premium,12520.0
19/06/2023,Sulawesi Selatan,Beras Medium,11130.0
19/06/2023,Sulawesi Selatan,Bawang Merah,33950.0
19/06/2023,Sulawesi Selatan,Bawang Putih Bonggol,36450.0
19/06/2023,Sulawesi Selatan,Cabai Rawit Merah,26190.0
19/06/2023,Sulawesi Tenggara,Beras Premium,13580.0
19/06/2023,Sulawesi Tenggara,Beras Medium,11880.0
19/06/2023,Sulawesi Tenggara,Bawang Merah,39820.0
19/06/2023,Sulawesi Tenggara,Bawang Putih Bonggol,41670.0
19/06/2023,Sulawesi Tenggara,Cabai Rawit Merah,36770.0
19/06/2023,Gorontalo,Beras Premium,13350.0
19/06/2023,Gorontalo,Beras Medium,12330.0
19/06/2023,Gorontalo,Bawang Merah,42710.0
19/06/2023,Gorontalo,Bawang Putih Bonggol,41080.0
19/06/2023,Gorontalo,Cabai Rawit Merah,33530.0
19/06/2023,Sulawesi Barat,Beras Premium,12560.0
19/06/2023,Sulawesi Barat,Beras Medium,11480.0
19/06/2023,Sulawesi Barat,Bawang Merah,35720.0
19/06/2023,Sulawesi Barat,Bawang Putih Bonggol,38620.0
19/06/2023,Sulawesi Barat,Cabai Rawit Merah,27480.0
19/06/2023,Maluku,Beras Premium,15820.0
19/06/2023,Maluku,Beras Medium,13680.0
19/06/2023,Maluku,Bawang Merah,46870.0
19/06/2023,Maluku,Bawang Putih Bonggol,45490.0
19/06/2023,Maluku,Cabai Rawit Merah,64450.0
19/06/2023,Maluku Utara,Beras Premium,15810.0
19/06/2023,Maluku Utara,Beras Medium,13830.0
19/06/2023,Maluku Utara,Bawang Merah,52270.0
19/06/2023,Maluku Utara,Bawang Putih Bonggol,51360.0
19/06/2023,Maluku Utara,Cabai Rawit Merah,53270.0
19/06/2023,Papua Barat,Beras Premium,16350.0
19/06/2023,Papua Barat,Beras Medium,13630.0
19/06/2023,Papua Barat,Bawang Merah,57290.0
19/06/2023,Papua Barat,Bawang Putih Bonggol,50010.0
19/06/2023,Papua Barat,Cabai Rawit Merah,71020.0
19/06/2023,Papua,Beras Premium,16410.0
19/06/2023,Papua,Beras Medium,13210.0
19/06/2023,Papua,Bawang Merah,60840.0
19/06/2023,Papua,Bawang Putih Bonggol,49360.0
19/06/2023,Papua,Cabai Rawit Merah,89630.0
19/06/2023,Papua Barat Daya,Beras Premium,
19/06/2023,Papua Barat Daya,Beras Medium,
19/06/2023,Papua Barat Daya,Bawang Merah,
19/06/2023,Papua Barat Daya,Bawang Putih Bonggol,
19/06/2023,Papua Barat Daya,Cabai Rawit Merah,
19/06/2023,Papua Pegunungan,Beras Premium,
19/06/2023,Papua Pegunungan,Beras Medium,
19/06/2023,Papua Pegunungan,Bawang Merah,
19/06/2023,Papua Pegunungan,Bawang Putih Bonggol,
19/06/2023,Papua Pegunungan,Cabai Rawit Merah,
19/06/2023,Papua Tengah,Beras Premium,
19/06/2023,Papua Tengah,Beras Medium,
19/06/2023,Papua Tengah,Bawang Merah,
19/06/2023,Papua Tengah,Bawang Putih Bonggol,
19/06/2023,Papua Tengah,Cabai Rawit Merah,
19/06/2023,Papua Selatan,Beras Premium,
19/06/2023,Papua Selatan,Beras Medium,
19/06/2023,Papua Selatan,Bawang Merah,
19/06/2023,Papua Selatan,Bawang Putih Bonggol,
19/06/2023,Papua Selatan,Cabai Rawit Merah,
20/06/2023,Aceh,Beras Premium,12590.0
20/06/2023,Aceh,Beras Medium,11490.0
20/06/2023,Aceh,Bawang Merah,35460.0
20/06/2023,Aceh,Bawang Putih Bonggol,37100.0
20/06/2023,Aceh,Cabai Rawit Merah,
20/06/2023,Sumatera Utara,Beras Premium,13530.0
20/06/2023,Sumatera Utara,Beras Medium,12340.0
20/06/2023,Sumatera Utara,Bawang Merah,33640.0
20/06/2023,Sumatera Utara,Bawang Putih Bonggol,37080.0
20/06/2023,Sumatera Utara,Cabai Rawit Merah,29590.0
20/06/2023,Sumatera Barat,Beras Premium,15710.0
20/06/2023,Sumatera Barat,Beras Medium,13300.0
20/06/2023,Sumatera Barat,Bawang Merah,31180.0
20/06/2023,Sumatera Barat,Bawang Putih Bonggol,35960.0
20/06/2023,Sumatera Barat,Cabai Rawit Merah,36590.0
20/06/2023,Riau,Beras Premium,13840.0
20/06/2023,Riau,Beras Medium,11730.0
20/06/2023,Riau,Bawang Merah,35050.0
20/06/2023,Riau,Bawang Putih Bonggol,36220.0
20/06/2023,Riau,Cabai Rawit Merah,46060.0
20/06/2023,Jambi,Beras Premium,13220.0
20/06/2023,Jambi,Beras Medium,10750.0
20/06/2023,Jambi,Bawang Merah,29710.0
20/06/2023,Jambi,Bawang Putih Bonggol,35790.0
20/06/2023,Jambi,Cabai Rawit Merah,37620.0
20/06/2023,Sumatera Selatan,Beras Premium,12730.0
20/06/2023,Sumatera Selatan,Beras Medium,11310.0
20/06/2023,Sumatera Selatan,Bawang Merah,37310.0
20/06/2023,Sumatera Selatan,Bawang Putih Bonggol,36610.0
20/06/2023,Sumatera Selatan,Cabai Rawit Merah,35880.0
20/06/2023,Bengkulu,Beras Premium,12770.0
20/06/2023,Bengkulu,Beras Medium,11360.0
20/06/2023,Bengkulu,Bawang Merah,37090.0
20/06/2023,Bengkulu,Bawang Putih Bonggol,37240.0
20/06/2023,Bengkulu,Cabai Rawit Merah,33790.0
20/06/2023,Lampung,Beras Premium,12440.0
20/06/2023,Lampung,Beras Medium,11150.0
20/06/2023,Lampung,Bawang Merah,37090.0
20/06/2023,Lampung,Bawang Putih Bonggol,34980.0
20/06/2023,Lampung,Cabai Rawit Merah,37050.0
20/06/2023,Kepulauan Bangka Belitung,Beras Premium,14060.0
20/06/2023,Kepulauan Bangka Belitung,Beras Medium,11770.0
20/06/2023,Kepulauan Bangka Belitung,Bawang Merah,45110.0
20/06/2023,Kepulauan Bangka Belitung,Bawang Putih Bonggol,35860.0
20/06/2023,Kepulauan Bangka Belitung,Cabai Rawit Merah,57610.0
20/06/2023,Kepulauan Riau,Beras Premium,14120.0
20/06/2023,Kepulauan Riau,Beras Medium,12620.0
20/06/2023,Kepulauan Riau,Bawang Merah,34680.0
20/06/2023,Kepulauan Riau,Bawang Putih Bonggol,32540.0
20/06/2023,Kepulauan Riau,Cabai Rawit Merah,64550.0
20/06/2023,DKI Jakarta,Beras Premium,12650.0
20/06/2023,DKI Jakarta,Beras Medium,10730.0
20/06/2023,DKI Jakarta,Bawang Merah,42900.0
20/06/2023,DKI Jakarta,Bawang Putih Bonggol,38460.0
20/06/2023,DKI Jakarta,Cabai Rawit Merah,44030.0
20/06/2023,Jawa Barat,Beras Premium,12550.0
20/06/2023,Jawa Barat,Beras Medium,11120.0
20/06/2023,Jawa Barat,Bawang Merah,38690.0
20/06/2023,Jawa Barat,Bawang Putih Bonggol,35900.0
20/06/2023,Jawa Barat,Cabai Rawit Merah,40650.0
20/06/2023,Jawa Tengah,Beras Premium,12800.0
20/06/2023,Jawa Tengah,Beras Medium,11310.0
20/06/2023,Jawa Tengah,Bawang Merah,36770.0
20/06/2023,Jawa Tengah,Bawang Putih Bonggol,32410.0
20/06/2023,Jawa Tengah,Cabai Rawit Merah,30490.0
20/06/2023,D.I Yogyakarta,Beras Premium,12540.0
20/06/2023,D.I Yogyakarta,Beras Medium,11570.0
20/06/2023,D.I Yogyakarta,Bawang Merah,36760.0
20/06/2023,D.I Yogyakarta,Bawang Putih Bonggol,31970.0
20/06/2023,D.I Yogyakarta,Cabai Rawit Merah,28060.0
20/06/2023,Jawa Timur,Beras Premium,12650.0
20/06/2023,Jawa Timur,Beras Medium,10960.0
20/06/2023,Jawa Timur,Bawang Merah,35460.0
20/06/2023,Jawa Timur,Bawang Putih Bonggol,33130.0
20/06/2023,Jawa Timur,Cabai Rawit Merah,32000.0
20/06/2023,Banten,Beras Premium,12890.0
20/06/2023,Banten,Beras Medium,11240.0
20/06/2023,Banten,Bawang Merah,38510.0
20/06/2023,Banten,Bawang Putih Bonggol,34300.0
20/06/2023,Banten,Cabai Rawit Merah,38340.0
20/06/2023,Bali,Beras Premium,13220.0
20/06/2023,Bali,Beras Medium,12050.0
20/06/2023,Bali,Bawang Merah,27710.0
20/06/2023,Bali,Bawang Putih Bonggol,34090.0
20/06/2023,Bali,Cabai Rawit Merah,32370.0
20/06/2023,Nusa Tenggara Barat,Beras Premium,12330.0
20/06/2023,Nusa Tenggara Barat,Beras Medium,10530.0
20/06/2023,Nusa Tenggara Barat,Bawang Merah,33280.0
20/06/2023,Nusa Tenggara Barat,Bawang Putih Bonggol,37830.0
20/06/2023,Nusa Tenggara Barat,Cabai Rawit Merah,36960.0
20/06/2023,Nusa Tenggara Timur,Beras Premium,13790.0
20/06/2023,Nusa Tenggara Timur,Beras Medium,11870.0
20/06/2023,Nusa Tenggara Timur,Bawang Merah,34820.0
20/06/2023,Nusa Tenggara Timur,Bawang Putih Bonggol,40070.0
20/06/2023,Nusa Tenggara Timur,Cabai Rawit Merah,50300.0
20/06/2023,Kalimantan Barat,Beras Premium,14990.0
20/06/2023,Kalimantan Barat,Beras Medium,12920.0
20/06/2023,Kalimantan Barat,Bawang Merah,40130.0
20/06/2023,Kalimantan Barat,Bawang Putih Bonggol,38480.0
20/06/2023,Kalimantan Barat,Cabai Rawit Merah,75810.0
20/06/2023,Kalimantan Tengah,Beras Premium,15680.0
20/06/2023,Kalimantan Tengah,Beras Medium,13020.0
20/06/2023,Kalimantan Tengah,Bawang Merah,40890.0
20/06/2023,Kalimantan Tengah,Bawang Putih Bonggol,38500.0
20/06/2023,Kalimantan Tengah,Cabai Rawit Merah,61430.0
20/06/2023,Kalimantan Selatan,Beras Premium,17700.0
20/06/2023,Kalimantan Selatan,Beras Medium,12640.0
20/06/2023,Kalimantan Selatan,Bawang Merah,36790.0
20/06/2023,Kalimantan Selatan,Bawang Putih Bonggol,36420.0
20/06/2023,Kalimantan Selatan,Cabai Rawit Merah,50350.0
20/06/2023,Kalimantan Timur,Beras Premium,14970.0
20/06/2023,Kalimantan Timur,Beras Medium,13360.0
20/06/2023,Kalimantan Timur,Bawang Merah,39660.0
20/06/2023,Kalimantan Timur,Bawang Putih Bonggol,39000.0
20/06/2023,Kalimantan Timur,Cabai Rawit Merah,47790.0
20/06/2023,Kalimantan Utara,Beras Premium,15440.0
20/06/2023,Kalimantan Utara,Beras Medium,13710.0
20/06/2023,Kalimantan Utara,Bawang Merah,42960.0
20/06/2023,Kalimantan Utara,Bawang Putih Bonggol,37730.0
20/06/2023,Kalimantan Utara,Cabai Rawit Merah,71410.0
20/06/2023,Sulawesi Utara,Beras Premium,13290.0
20/06/2023,Sulawesi Utara,Beras Medium,12410.0
20/06/2023,Sulawesi Utara,Bawang Merah,42660.0
20/06/2023,Sulawesi Utara,Bawang Putih Bonggol,43260.0
20/06/2023,Sulawesi Utara,Cabai Rawit Merah,38580.0
20/06/2023,Sulawesi Tengah,Beras Premium,13330.0
20/06/2023,Sulawesi Tengah,Beras Medium,12200.0
20/06/2023,Sulawesi Tengah,Bawang Merah,40440.0
20/06/2023,Sulawesi Tengah,Bawang Putih Bonggol,42130.0
20/06/2023,Sulawesi Tengah,Cabai Rawit Merah,34820.0
20/06/2023,Sulawesi Selatan,Beras Premium,12520.0
20/06/2023,Sulawesi Selatan,Beras Medium,11130.0
20/06/2023,Sulawesi Selatan,Bawang Merah,34110.0
20/06/2023,Sulawesi Selatan,Bawang Putih Bonggol,36550.0
20/06/2023,Sulawesi Selatan,Cabai Rawit Merah,25780.0
20/06/2023,Sulawesi Tenggara,Beras Premium,13300.0
20/06/2023,Sulawesi Tenggara,Beras Medium,11720.0
20/06/2023,Sulawesi Tenggara,Bawang Merah,39060.0
20/06/2023,Sulawesi Tenggara,Bawang Putih Bonggol,40510.0
20/06/2023,Sulawesi Tenggara,Cabai Rawit Merah,32370.0
20/06/2023,Gorontalo,Beras Premium,13350.0
20/06/2023,Gorontalo,Beras Medium,12330.0
20/06/2023,Gorontalo,Bawang Merah,42270.0
20/06/2023,Gorontalo,Bawang Putih Bonggol,41770.0
20/06/2023,Gorontalo,Cabai Rawit Merah,34060.0
20/06/2023,Sulawesi Barat,Beras Premium,12560.0
20/06/2023,Sulawesi Barat,Beras Medium,11480.0
20/06/2023,Sulawesi Barat,Bawang Merah,36380.0
20/06/2023,Sulawesi Barat,Bawang Putih Bonggol,39250.0
20/06/2023,Sulawesi Barat,Cabai Rawit Merah,29520.0
20/06/2023,Maluku,Beras Premium,15820.0
20/06/2023,Maluku,Beras Medium,13770.0
20/06/2023,Maluku,Bawang Merah,48450.0
20/06/2023,Maluku,Bawang Putih Bonggol,47000.0
20/06/2023,Maluku,Cabai Rawit Merah,63960.0
20/06/2023,Maluku Utara,Beras Premium,15960.0
20/06/2023,Maluku Utara,Beras Medium,13990.0
20/06/2023,Maluku Utara,Bawang Merah,53700.0
20/06/2023,Maluku Utara,Bawang Putih Bonggol,51810.0
20/06/2023,Maluku Utara,Cabai Rawit Merah,54270.0
20/06/2023,Papua Barat,Beras Premium,16200.0
20/06/2023,Papua Barat,Beras Medium,13630.0
20/06/2023,Papua Barat,Bawang Merah,54990.0
20/06/2023,Papua Barat,Bawang Putih Bonggol,50650.0
20/06/2023,Papua Barat,Cabai Rawit Merah,71670.0
20/06/2023,Papua,Beras Premium,15780.0
20/06/2023,Papua,Beras Medium,13050.0
20/06/2023,Papua,Bawang Merah,59830.0
20/06/2023,Papua,Bawang Putih Bonggol,49360.0
20/06/2023,Papua,Cabai Rawit Merah,88760.0
20/06/2023,Papua Barat Daya,Beras Premium,
20/06/2023,Papua Barat Daya,Beras Medium,
20/06/2023,Papua Barat Daya,Bawang Merah,
20/06/2023,Papua Barat Daya,Bawang Putih Bonggol,
20/06/2023,Papua Barat Daya,Cabai Rawit Merah,
20/06/2023,Papua Pegunungan,Beras Premium,
20/06/2023,Papua Pegunungan,Beras Medium,
20/06/2023,Papua Pegunungan,Bawang Merah,
20/06/2023,Papua Pegunungan,Bawang Putih Bonggol,
20/06/2023,Papua Pegunungan,Cabai Rawit Merah,
20/06/2023,Papua Tengah,Beras Premium,
20/06/2023,Papua Tengah,Beras Medium,
20/06/2023,Papua Tengah,Bawang Merah,
20/06/2023,Papua Tengah,Bawang Putih Bonggol,
20/06/2023,Papua Tengah,Cabai Rawit Merah,
20/06/2023,Papua Selatan,Beras Premium,
20/06/2023,Papua Selatan,Beras Medium,
20/06/2023,Papua Selatan,Bawang Merah,
20/06/2023,Papua Selatan,Bawang Putih Bonggol,
20/06/2023,Papua Selatan,Cabai Rawit Merah,
21/06/2023,Aceh,Beras Premium,12560.0
21/06/2023,Aceh,Beras Medium,11440.0
21/06/2023,Aceh,Bawang Merah,36380.0
21/06/2023,Aceh,Bawang Putih Bonggol,37650.0
21/06/2023,Aceh,Cabai Rawit Merah,
21/06/2023,Sumatera Utara,Beras Premium,13560.0
21/06/2023,Sumatera Utara,Beras Medium,12300.0
21/06/2023,Sumatera Utara,Bawang Merah,33600.0
21/06/2023,Sumatera Utara,Bawang Putih Bonggol,36400.0
21/06/2023,Sumatera Utara,Cabai Rawit Merah,37950.0
21/06/2023,Sumatera Barat,Beras Premium,15590.0
21/06/2023,Sumatera Barat,Beras Medium,13260.0
21/06/2023,Sumatera Barat,Bawang Merah,30630.0
21/06/2023,Sumatera Barat,Bawang Putih Bonggol,35230.0
21/06/2023,Sumatera Barat,Cabai Rawit Merah,36590.0
21/06/2023,Riau,Beras Premium,13840.0
21/06/2023,Riau,Beras Medium,11960.0
21/06/2023,Riau,Bawang Merah,35420.0
21/06/2023,Riau,Bawang Putih Bonggol,36470.0
21/06/2023,Riau,Cabai Rawit Merah,46420.0
21/06/2023,Jambi,Beras Premium,13220.0
21/06/2023,Jambi,Beras Medium,10750.0
21/06/2023,Jambi,Bawang Merah,29810.0
21/06/2023,Jambi,Bawang Putih Bonggol,35820.0
21/06/2023,Jambi,Cabai Rawit Merah,37620.0
21/06/2023,Sumatera Selatan,Beras Premium,12760.0
21/06/2023,Sumatera Selatan,Beras Medium,11400.0
21/06/2023,Sumatera Selatan,Bawang Merah,36860.0
21/06/2023,Sumatera Selatan,Bawang Putih Bonggol,35930.0
21/06/2023,Sumatera Selatan,Cabai Rawit Merah,35950.0
21/06/2023,Bengkulu,Beras Premium,12770.0
21/06/2023,Bengkulu,Beras Medium,11360.0
21/06/2023,Bengkulu,Bawang Merah,37540.0
21/06/2023,Bengkulu,Bawang Putih Bonggol,37050.0
21/06/2023,Bengkulu,Cabai Rawit Merah,33050.0
21/06/2023,Lampung,Beras Premium,12420.0
21/06/2023,Lampung,Beras Medium,11130.0
21/06/2023,Lampung,Bawang Merah,37200.0
21/06/2023,Lampung,Bawang Putih Bonggol,35600.0
21/06/2023,Lampung,Cabai Rawit Merah,37050.0
21/06/2023,Kepulauan Bangka Belitung,Beras Premium,13910.0
21/06/2023,Kepulauan Bangka Belitung,Beras Medium,11740.0
21/06/2023,Kepulauan Bangka Belitung,Bawang Merah,47340.0
21/06/2023,Kepulauan Bangka Belitung,Bawang Putih Bonggol,37440.0
21/06/2023,Kepulauan Bangka Belitung,Cabai Rawit Merah,58230.0
21/06/2023,Kepulauan Riau,Beras Premium,14030.0
21/06/2023,Kepulauan Riau,Beras Medium,12530.0
21/06/2023,Kepulauan Riau,Bawang Merah,37520.0
21/06/2023,Kepulauan Riau,Bawang Putih Bonggol,32170.0
21/06/2023,Kepulauan Riau,Cabai Rawit Merah,64060.0
21/06/2023,DKI Jakarta,Beras Premium,12650.0
21/06/2023,DKI Jakarta,Beras Medium,10730.0
21/06/2023,DKI Jakarta,Bawang Merah,42900.0
21/06/2023,DKI Jakarta,Bawang Putih Bonggol,38130.0
21/06/2023,DKI Jakarta,Cabai Rawit Merah,44910.0
21/06/2023,Jawa Barat,Beras Premium,12520.0
21/06/2023,Jawa Barat,Beras Medium,11120.0
21/06/2023,Jawa Barat,Bawang Merah,39170.0
21/06/2023,Jawa Barat,Bawang Putih Bonggol,35700.0
21/06/2023,Jawa Barat,Cabai Rawit Merah,40470.0
21/06/2023,Jawa Tengah,Beras Premium,12750.0
21/06/2023,Jawa Tengah,Beras Medium,11290.0
21/06/2023,Jawa Tengah,Bawang Merah,36660.0
21/06/2023,Jawa Tengah,Bawang Putih Bonggol,32470.0
21/06/2023,Jawa Tengah,Cabai Rawit Merah,30810.0
21/06/2023,D.I Yogyakarta,Beras Premium,12540.0
21/06/2023,D.I Yogyakarta,Beras Medium,11570.0
21/06/2023,D.I Yogyakarta,Bawang Merah,37140.0
21/06/2023,D.I Yogyakarta,Bawang Putih Bonggol,31590.0
21/06/2023,D.I Yogyakarta,Cabai Rawit Merah,26310.0
21/06/2023,Jawa Timur,Beras Premium,12670.0
21/06/2023,Jawa Timur,Beras Medium,10940.0
21/06/2023,Jawa Timur,Bawang Merah,35140.0
21/06/2023,Jawa Timur,Bawang Putih Bonggol,33090.0
21/06/2023,Jawa Timur,Cabai Rawit Merah,31280.0
21/06/2023,Banten,Beras Premium,12500.0
21/06/2023,Banten,Beras Medium,10990.0
21/06/2023,Banten,Bawang Merah,40000.0
21/06/2023,Banten,Bawang Putih Bonggol,36700.0
21/06/2023,Banten,Cabai Rawit Merah,39660.0
21/06/2023,Bali,Beras Premium,13220.0
21/06/2023,Bali,Beras Medium,12050.0
21/06/2023,Bali,Bawang Merah,28380.0
21/06/2023,Bali,Bawang Putih Bonggol,33980.0
21/06/2023,Bali,Cabai Rawit Merah,32070.0
21/06/2023,Nusa Tenggara Barat,Beras Premium,12230.0
21/06/2023,Nusa Tenggara Barat,Beras Medium,10580.0
21/06/2023,Nusa Tenggara Barat,Bawang Merah,33110.0
21/06/2023,Nusa Tenggara Barat,Bawang Putih Bonggol,37320.0
21/06/2023,Nusa Tenggara Barat,Cabai Rawit Merah,38350.0
21/06/2023,Nusa Tenggara Timur,Beras Premium,13820.0
21/06/2023,Nusa Tenggara Timur,Beras Medium,11740.0
21/06/2023,Nusa Tenggara Timur,Bawang Merah,34220.0
21/06/2023,Nusa Tenggara Timur,Bawang Putih Bonggol,39080.0
21/06/2023,Nusa Tenggara Timur,Cabai Rawit Merah,51480.0
21/06/2023,Kalimantan Barat,Beras Premium,14990.0
21/06/2023,Kalimantan Barat,Beras Medium,12950.0
21/06/2023,Kalimantan Barat,Bawang Merah,40700.0
21/06/2023,Kalimantan Barat,Bawang Putih Bonggol,38770.0
21/06/2023,Kalimantan Barat,Cabai Rawit Merah,75860.0
21/06/2023,Kalimantan Tengah,Beras Premium,15680.0
21/06/2023,Kalimantan Tengah,Beras Medium,13020.0
21/06/2023,Kalimantan Tengah,Bawang Merah,41580.0
21/06/2023,Kalimantan Tengah,Bawang Putih Bonggol,39050.0
21/06/2023,Kalimantan Tengah,Cabai Rawit Merah,59600.0
21/06/2023,Kalimantan Selatan,Beras Premium,17530.0
21/06/2023,Kalimantan Selatan,Beras Medium,12530.0
21/06/2023,Kalimantan Selatan,Bawang Merah,37240.0
21/06/2023,Kalimantan Selatan,Bawang Putih Bonggol,36280.0
21/06/2023,Kalimantan Selatan,Cabai Rawit Merah,51810.0
21/06/2023,Kalimantan Timur,Beras Premium,14970.0
21/06/2023,Kalimantan Timur,Beras Medium,13380.0
21/06/2023,Kalimantan Timur,Bawang Merah,40220.0
21/06/2023,Kalimantan Timur,Bawang Putih Bonggol,38890.0
21/06/2023,Kalimantan Timur,Cabai Rawit Merah,46040.0
21/06/2023,Kalimantan Utara,Beras Premium,15830.0
21/06/2023,Kalimantan Utara,Beras Medium,14000.0
21/06/2023,Kalimantan Utara,Bawang Merah,43200.0
21/06/2023,Kalimantan Utara,Bawang Putih Bonggol,38440.0
21/06/2023,Kalimantan Utara,Cabai Rawit Merah,74580.0
21/06/2023,Sulawesi Utara,Beras Premium,13290.0
21/06/2023,Sulawesi Utara,Beras Medium,12380.0
21/06/2023,Sulawesi Utara,Bawang Merah,41900.0
21/06/2023,Sulawesi Utara,Bawang Putih Bonggol,43120.0
21/06/2023,Sulawesi Utara,Cabai Rawit Merah,41830.0
21/06/2023,Sulawesi Tengah,Beras Premium,13360.0
21/06/2023,Sulawesi Tengah,Beras Medium,12220.0
21/06/2023,Sulawesi Tengah,Bawang Merah,40650.0
21/06/2023,Sulawesi Tengah,Bawang Putih Bonggol,42080.0
21/06/2023,Sulawesi Tengah,Cabai Rawit Merah,37050.0
21/06/2023,Sulawesi Selatan,Beras Premium,12480.0
21/06/2023,Sulawesi Selatan,Beras Medium,11130.0
21/06/2023,Sulawesi Selatan,Bawang Merah,34030.0
21/06/2023,Sulawesi Selatan,Bawang Putih Bonggol,36140.0
21/06/2023,Sulawesi Selatan,Cabai Rawit Merah,26470.0
21/06/2023,Sulawesi Tenggara,Beras Premium,13340.0
21/06/2023,Sulawesi Tenggara,Beras Medium,11810.0
21/06/2023,Sulawesi Tenggara,Bawang Merah,39220.0
21/06/2023,Sulawesi Tenggara,Bawang Putih Bonggol,40920.0
21/06/2023,Sulawesi Tenggara,Cabai Rawit Merah,31340.0
21/06/2023,Gorontalo,Beras Premium,13350.0
21/06/2023,Gorontalo,Beras Medium,12330.0
21/06/2023,Gorontalo,Bawang Merah,42060.0
21/06/2023,Gorontalo,Bawang Putih Bonggol,43270.0
21/06/2023,Gorontalo,Cabai Rawit Merah,34320.0
21/06/2023,Sulawesi Barat,Beras Premium,12560.0
21/06/2023,Sulawesi Barat,Beras Medium,11480.0
21/06/2023,Sulawesi Barat,Bawang Merah,36190.0
21/06/2023,Sulawesi Barat,Bawang Putih Bonggol,39250.0
21/06/2023,Sulawesi Barat,Cabai Rawit Merah,30260.0
21/06/2023,Maluku,Beras Premium,15740.0
21/06/2023,Maluku,Beras Medium,13740.0
21/06/2023,Maluku,Bawang Merah,48650.0
21/06/2023,Maluku,Bawang Putih Bonggol,46790.0
21/06/2023,Maluku,Cabai Rawit Merah,66990.0
21/06/2023,Maluku Utara,Beras Premium,15940.0
21/06/2023,Maluku Utara,Beras Medium,13800.0
21/06/2023,Maluku Utara,Bawang Merah,53760.0
21/06/2023,Maluku Utara,Bawang Putih Bonggol,52050.0
21/06/2023,Maluku Utara,Cabai Rawit Merah,55300.0
21/06/2023,Papua Barat,Beras Premium,16360.0
21/06/2023,Papua Barat,Beras Medium,13640.0
21/06/2023,Papua Barat,Bawang Merah,55880.0
21/06/2023,Papua Barat,Bawang Putih Bonggol,49550.0
21/06/2023,Papua Barat,Cabai Rawit Merah,77920.0
21/06/2023,Papua,Beras Premium,16090.0
21/06/2023,Papua,Beras Medium,13090.0
21/06/2023,Papua,Bawang Merah,61920.0
21/06/2023,Papua,Bawang Putih Bonggol,50110.0
21/06/2023,Papua,Cabai Rawit Merah,91590.0
21/06/2023,Papua Barat Daya,Beras Premium,
21/06/2023,Papua Barat Daya,Beras Medium,
